,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
980,HiHjQZyUi,chimped-out,Acts of aggression commited by a black person,,False,,97.0,eng,,chimp-out,,False,True,False,False,False,False,False,11,0,0,2018-11-01 20:33:56,2018-11-01 20:33:56
981,Wd9Yth4lV,celestials,"In the late 1900s, Chinese people in Australia were often referred to as 'Celestials', a reference to their coming from the 'Celestial Empire' (i.e. China)",Relating to the cosmos,False,,,eng,celestial,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:55,2018-11-01 20:33:55
982,mHXQccoRF,charvas,A disreputable and/or working class person,,False,,25.0,eng,charva,,,False,False,False,False,False,False,True,148,7,1,2018-11-01 20:33:55,2018-11-01 20:33:55
983,aYoEnoefF,charvers,A disreputable and/or working class person,,False,,,eng,charver,,,False,False,False,False,False,False,True,80,4,0,2018-11-01 20:33:55,2018-11-01 20:33:55
984,KLmXJCGT7,chavs,"In the UK, an unsophisticated or working class person with a predilection for ostentatious sportswear and jewellery",,False,,,eng,chav,,,False,False,False,False,False,False,True,366,27,3,2018-11-01 20:33:55,2018-11-01 20:33:55
985,tCxEY4sMg,carrot snappers,"A Mormon, presumably inspired by agriculture in Utah",,False,,,eng,carrot snapper,,,False,False,True,False,False,False,True,9,0,0,2018-11-01 20:33:54,2018-11-01 20:33:54
986,pVDyHLJRL,Caublasians,"A person of mixed Caucasian, African and Asian heritage",,True,,,eng,Caublasian,,,False,True,False,False,False,False,False,2,1,0,2018-11-01 20:33:54,2018-11-01 20:33:54
987,CEvRcrKqd,cave niggers,A person of Middle Eastern descent,,True,,93.0,eng,cave nigger,,,False,True,False,False,False,False,True,5,0,0,2018-11-01 20:33:54,2018-11-01 20:33:54
988,qEbMYNEZb,camel jockeys,Person of Middle Eastern descent.,,True,,50.0,eng,camel jockey,,,False,True,False,False,False,False,False,1051,108,25,2018-11-01 20:33:53,2018-11-01 20:33:53
989,iFrNEbym7,can eaters,"An Austrialian, from the perception that Australians drink a lot of canned beer.",,False,,,eng,can eater,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 20:33:53,2018-11-01 20:33:53
990,RrxusHKmt,carpet pilots,"A person of Arabic descent, from Aladdin and his magic carpet.",,True,,,eng,carpet pilot,,,False,True,False,False,False,False,False,22,1,0,2018-11-01 20:33:53,2018-11-01 20:33:53
991,NvRzsgfhK,cab niggers,"A person of Indian or Middle Eastern descent, based on the perceived surfeit of immigrants driving cabs in the United States.",,True,,75.0,eng,cab nigger,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 20:33:52,2018-11-01 20:33:52
992,LKz2wrx4P,camel cowboys,Person of Middle Eastern descent.,,True,,,eng,camel cowboy,,,False,True,False,False,False,False,False,3,0,0,2018-11-01 20:33:52,2018-11-01 20:33:52
993,kejmkgarG,camel fuckers,[1] An Arab. [2] A Muslim.,,True,,100.0,eng,camel fucker,,,True,True,True,False,False,False,False,252,20,4,2018-11-01 20:33:52,2018-11-01 20:33:52
994,wXPLxhX2g,camel humpers,Person of Middle Eastern descent.,,True,,100.0,eng,camel humper,,,False,True,False,False,False,False,False,135,3,1,2018-11-01 20:33:52,2018-11-01 20:33:52
995,CPgwXBBEf,camel jackers,Person of Middle Eastern descent.,,True,,,eng,camel jacker,,,False,True,False,False,False,False,False,1,1,0,2018-11-01 20:33:52,2018-11-01 20:33:52
996,qWXJWEEQV,bungas,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",,False,,,eng,bunga,,,False,True,False,False,False,False,False,57,6,1,2018-11-01 20:33:51,2018-11-01 20:33:51
997,gJunQKPvB,bungs,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",To break,False,,,eng,bung,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:51,2018-11-01 20:33:51
998,gmUQbqhNx,burrheads,A black person (referencing stereotypical hair type).,,True,,75.0,eng,burrhead,,,False,True,False,False,False,False,False,5,0,0,2018-11-01 20:33:51,2018-11-01 20:33:51
999,dtxsPQeHW,butt pirates,A homosexual who engages in anal sex,,True,,63.0,eng,butt pirate,,,False,False,False,True,True,False,False,1067,82,3,2018-11-01 20:33:51,2018-11-01 20:33:51
1000,VHqkQzczx,butterheads,[1] A person of African descent. [2] WWII slur for a Japanese person.,,False,,75.0,eng,butterhead,,,True,True,False,False,False,False,False,83,4,0,2018-11-01 20:33:51,2018-11-01 20:33:51
1001,47LJCnwxe,Buddhaheads,An Asian. Also used by mainland Japanese Americans to refer to Hawaiian Japanese Americans since World War II.,,True,,,eng,Buddhahead,,,False,True,False,False,False,False,False,6,0,0,2018-11-01 20:33:50,2018-11-01 20:33:50
1002,VFDPXCQZD,bug eaters,An person of Asian descent.,,False,,,eng,bug eater,,,False,True,False,False,False,False,False,110,8,2,2018-11-01 20:33:50,2018-11-01 20:33:50
1003,gmZrUoKtk,buk buks,"In Hawaii, denotes a Filipino, from the alleged sound of Filipino language.",,False,,50.0,eng,buk buk,,,True,True,False,False,False,False,False,1,0,0,2018-11-01 20:33:50,2018-11-01 20:33:50
1004,pkvkosHtm,bumblebees,A person of mixed black and Asian parentage.,An insect,False,,50.0,eng,bumblebee,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:50,2018-11-01 20:33:50
1005,RfrXgPeAC,brownies,"[1] A person of mixed white and black ancestry; a mulatto. [2] A young, brown-skinned person 1940s-1950s.",Type of dessert,False,,,eng,brownie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:49,2018-11-01 20:33:49
1006,mbteeVeLF,bubbles,A person of Greek descent. 'Bubble and squeak' is Cockney slang for Greek.,A globule of one substance suspended in another,False,,,eng,bubble,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:49,2018-11-01 20:33:49
1007,NbznvQwLB,bucketheads,A person of Korean descent.,,False,,,eng,buckethead,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:49,2018-11-01 20:33:49
1008,EYjaZomw7,buckras,"African-Americans slur for Caucasians in the Southeast United States , particularly Caucasians in a position of authority, possibly from Efik word 'mbakara' meaning 'master'",,False,US,,eng,buckra,,,False,True,False,False,False,False,False,75,11,1,2018-11-01 20:33:49,2018-11-01 20:33:49
1009,awzd6Dknc,bucks,[1] A male Native American. [2] A male black person.,Male animal,False,,50.0,eng,buck,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:49,2018-11-01 20:33:49
1010,vppczeurd,brown invader,Accusative term for refugees or immigrants of darker complexion,,True,,75.0,eng,,black invader,,False,True,False,False,False,False,False,21,0,0,2018-11-01 20:33:48,2018-11-01 20:33:48
1011,ahksavykw,brown invaders,Accusative term for refugees or immigrants of darker complexion,,True,,75.0,eng,brown invader,,,False,True,False,False,False,False,False,163,4,1,2018-11-01 20:33:48,2018-11-01 20:33:48
1012,FFRTQgFgB,border niggers,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,100.0,eng,border nigger,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:47,2018-11-01 20:33:47
1013,obimJwDPs,Bounty bars,"White on the inside and brown on the outside, like a Bounty chocolate bar. As with wigger, this is both a subcultural and ethnic slur. The immediate target is criticized for having the cultural values of a different ethnic group, with the implication that the ethnic group in question is bad or inferior. Coconut and Oreo are used in the same way.",,False,,50.0,eng,Bounty bar,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:47,2018-11-01 20:33:47
1014,FChUoXvLQ,boxheads,A person of German descent.,,False,,,eng,boxhead,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 20:33:47,2018-11-01 20:33:47
1015,Zzbwxdk7a,brass ankles,"[1] A person of mixed Caucasian, Native American, and African ancestry in Southern Carolina [2] A person of African ancestry attempting to pass as Caucasian",,False,,,eng,brass ankle,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 20:33:47,2018-11-01 20:33:47
1016,Hp3DXYHAK,boos,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",An exclamation intended to scare the listener,False,,,eng,boo,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:46,2018-11-01 20:33:46
1017,ngiDeZpXu,bootlips,A term for African Americans,,False,,100.0,eng,bootlip,,,False,True,False,False,False,False,False,12,2,0,2018-11-01 20:33:46,2018-11-01 20:33:46
1018,CsMJUAJZd,border bunnies,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,,eng,border bunny,,,False,True,False,False,False,False,False,55,5,0,2018-11-01 20:33:46,2018-11-01 20:33:46
1019,UhxDeasWz,border hoppers,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,,eng,border hopper,,,False,True,False,False,False,False,False,1016,96,12,2018-11-01 20:33:46,2018-11-01 20:33:46
1020,BbYRko6KU,border jumpers,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,,eng,border jumper,,,False,True,False,False,False,False,False,1509,94,15,2018-11-01 20:33:46,2018-11-01 20:33:46
1021,JsDi4YGpe,booners,"Canberra word for white trash or redneck, sometimes shortened to boon",,False,,,eng,booner,,,True,False,False,False,False,False,True,54,2,0,2018-11-01 20:33:45,2018-11-01 20:33:45
1022,FAx3nyAZi,boongas,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",,False,,,eng,boonga,,,False,True,False,False,False,False,False,32,2,0,2018-11-01 20:33:45,2018-11-01 20:33:45
1023,nPiErFPmx,boongs,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",,False,,,eng,boong,,,False,True,False,False,False,False,False,39,1,0,2018-11-01 20:33:45,2018-11-01 20:33:45
1024,teyoCicNy,boonies,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",,False,,26.0,eng,boonie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:45,2018-11-01 20:33:45
1025,LamZYCkdb,boons,"Canberra word for white trash or redneck, sometimes shortened to boon",A windfall or beneficial event,False,,,eng,boon,,,True,False,False,False,False,False,True,0,0,0,2018-11-01 20:33:45,2018-11-01 20:33:45
1026,afQYbK6BZ,bongs,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",A device for ingesting marijuana,False,,,eng,bong,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:44,2018-11-01 20:33:44
1027,NZPgUoXbx,boojies,"[1] A middle-class American, derived from bourgeois [2] An American Indian.",,False,,,eng,boojie,,,False,True,False,False,False,False,True,6,0,0,2018-11-01 20:33:44,2018-11-01 20:33:44
1028,G4CkWkjqP,book books,"In Hawaii, denotes a Filipino, from the alleged sound of Filipino language.",,False,,,eng,book book,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:44,2018-11-01 20:33:44
1029,CZoaPQfkm,bog hoppers,A person of common or low class Irish ancestry.,,True,,,eng,bog hopper,,,True,False,False,False,False,False,True,14,1,0,2018-11-01 20:33:43,2018-11-01 20:33:43
1030,bWDAKxDbY,bog jumpers,A person of common or low class Irish ancestry.,,True,,38.0,eng,bog jumper,,,True,False,False,False,False,False,True,4,1,0,2018-11-01 20:33:43,2018-11-01 20:33:43
1031,hCzQckqLu,bog trotters,A person of common or low class Irish ancestry.,,True,,100.0,eng,bog trotter,,,True,False,False,False,False,False,True,263,36,5,2018-11-01 20:33:43,2018-11-01 20:33:43
1032,ZfcunBxMA,bogans,"[1] A male Native American. [2] In Australia or New Zealand, white trash or a redneck.",,False,,75.0,eng,bogan,,,True,True,False,False,False,False,True,533,48,11,2018-11-01 20:33:43,2018-11-01 20:33:43
1033,pQXBbqXja,bohunks,A person of east-central European descent. Originally referred to those of Bohemian (now Czech Republic) descent. It was commonly used toward Ukrainian immigrants during the early 20th century.,,False,,,eng,bohunk,,,True,True,False,False,False,False,False,68,6,1,2018-11-01 20:33:43,2018-11-01 20:33:43
1034,P3GaZAtGq,blaxicans,A person of mixed Mexican and African ancestry,,True,,44.0,eng,blaxican,,,True,True,False,False,False,False,False,134,6,0,2018-11-01 20:33:42,2018-11-01 20:33:42
1035,xWdqvqUhf,blockheads,"In Australia, a person of Macedonian descent.",,False,,,eng,blockhead,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 20:33:42,2018-11-01 20:33:42
1036,sXTEqJqsx,bludgers,[1] A shiftless or unemployed person. [2] A pimp.,,False,,,eng,bludger,,,False,False,False,False,False,False,True,0,0,0,2018-11-01 20:33:42,2018-11-01 20:33:42
1037,PtYczJbsH,blue gums,A black person.,,False,,25.0,eng,blue gum,,,False,True,False,False,False,False,False,89,18,3,2018-11-01 20:33:42,2018-11-01 20:33:42
1038,RYJRsEinq,bluegums,An African-American perceived as being lazy and who refuses to work.,,False,,,eng,bluegum,,,False,True,False,False,False,False,False,25,2,0,2018-11-01 20:33:42,2018-11-01 20:33:42
1039,gryozFdeV,black Barbies,A black woman when she wears her hair and makeup to try and look like a white woman.,A doll,False,,,eng,black Barbie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:41,2018-11-01 20:33:41
1040,yZ4zLcfXs,black dagos,[1] A Sicilian [2] A darker-skinned Italian [3] An Italian of allegedly African ancestry,,True,,,eng,black dago,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:41,2018-11-01 20:33:41
1041,yoAGYcwDn,black invaders,Accusative term for refugees or immigrants of darker complexion,,True,,,eng,black invader,,,False,True,False,False,False,False,False,23,1,0,2018-11-01 20:33:41,2018-11-01 20:33:41
1042,pdFFuEQWA,bints,A human female,,False,,10.0,eng,bint,,,False,False,False,True,False,False,False,270,38,6,2018-11-01 20:33:40,2018-11-01 20:33:40
1043,iojqzthth,birds,"In the UK, derogatory word for woman",Winged vertebrate,False,,25.0,eng,bird,,,False,False,False,True,False,False,False,0,0,0,2018-11-01 20:33:40,2018-11-01 20:33:40
1044,rAmNt4BDp,bitter clingers,one who clings to their guns and religions,,False,,25.0,eng,bitter clinger,,,False,False,False,False,False,False,True,333,5,0,2018-11-01 20:33:40,2018-11-01 20:33:40
1045,WzbDUTCQC,bix noods,An African-American,,False,,,eng,bix nood,,,False,True,False,False,False,False,False,6,1,0,2018-11-01 20:33:40,2018-11-01 20:33:40
1046,NgECBiZzY,bhremptis,"An Indian, based on the perceived pronunciation of 'twenty'.",,False,,,eng,bhrempti,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:39,2018-11-01 20:33:39
1047,KZaWfDssU,beaner shnitzels,Offspring of a hispanic parent and a German parent,,True,,,eng,beaner shnitzel,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:39,2018-11-01 20:33:39
1048,tvNnRmTKD,beaners,"People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.",,False,,100.0,eng,beaner,,,False,True,False,False,False,False,False,731,81,4,2018-11-01 20:33:39,2018-11-01 20:33:39
